Dokument ID,Nachname,Vorname,Pseudonym,Gender,Titel,Untertitel_im_Text,Untertitel_im_Inhaltsverzeichnis,Jahr_ED,entstanden,Gattungslabel_ED,Gattungslabel_ED_normalisiert,Medium_ED,Medientyp_ED,Hg.,Kanon_Status,Nummer im Heft,seriell,Seiten,Medium_Zweitdruck,Jahr_Zweitdruck,Label_Zweitdruck,Medium_Drittdruck,Jahr_Drittdruck,Label_Drittdruck,in_Deutscher_Novellenschatz,in_Pantheon,in_RUB_Sammlung,in_B-v-Wiese,Verantwortlich_Erfassung,source_repository,Herkunft_Prätext_lt_Paratext,Wahrheitsbeglaubigung_lt_Paratext,Bearbeitungsqualität,spätere_Fassung_von,UrhGeschBis,falls_Episode_als_Ganztext_erfasst,
00569-00,Schilling,Gustav,,m,Denkwürdigkeiten des Herrn von H.,,,1786,,R,R,Roman/Monographie,Buch,,0,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00570-00,Schlegel,Dorothea,,f,Florentin,,,1801,,R,R,Roman/Monographie,Buch,,0,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00571-00,Schröder-Devrient,Wilhelmine Henriette,,f,Memoiren einer Sängerin,,,1875,,R,R,Roman/Monographie,Buch,,0,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00572-00,Spindler,Karl,,m,Der Jude,,,1827,,R,R,Roman/Monographie,Buch,,0,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00573-00,Tieck,Ludwig,,m,Die Geschichte des Herrn William Lovell,,,1795,,R,R,Roman/Monographie,Buch,,0,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00574-00,Tieck,Ludwig,,m,Sternbalds Wanderlungen,,,1798,,R,R,Roman/Monographie,Buch,,0,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00575-00,Tieck,Ludwig,,m,Vittoria Accorombona,,,1840,,R,R,Roman/Monographie,Buch,,0,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00576-00,Ungern-Sternberg,Alexander,,m,Die Zerrissenen,,,1832,,R,R,Roman/Monographie,Buch,,0,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00577-00,Vulpius,Christian August,,m,Rinaldo Rinaldini,,,1799,,R,R,Roman/Monographie,Buch,,0,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00578-00,"Wackenroder, Tieck",,,m,Herzensergießungen eines kunstliebenden Klosterbruders,,,1796,,R,R,Roman/Monographie,Buch,,0,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00579-00,Wobeser,Wilhelmine Karoline,,f,Elisa: oder wie das Weib seyn sollte,,,1795,,R,R,Roman/Monographie,Buch,,0,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00580-00,Goethe,Johann Wolfgang,,m,Ein Mann von Funfzig Jahren ,,,1829,,0E,0E,Wilhelm Meisters Wanderjahre,Buch,,3,,,,,,,,,,TRUE,FALSE,,,,,,,unknown,00044-00,,,
00581-00,Goethe,Johhann Wolfgang,,m,›Ferdinand‹,,,1795,,0E,0E,Unterhaltungen,Zyklus,,3,,TRUE,,Unterhaltungen deutsche Ausgewanderten,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00582-00,Goethe,Johhann Wolfgang,,m,›Geschichte vom rätselhaften Pochen‹,,,1795,,0E,0E,Unterhaltungen,Zyklus,,3,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00583-00,Goethe,Johhann Wolfgang,,m,›Geschichte von Bassompiere‹,,,1795,,0E,0E,Unterhaltungen,Zyklus,,3,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00584-00,Goethe,Johhann Wolfgang,,m,›Geschichte von Bassompiere: Der Schleier‹,,,1795,,0E,0E,Unterhaltungen,Zyklus,,3,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00585-00,Goethe,Johhann Wolfgang,,m,›Geschichte von der Sängerin Antonelli‹,,,1795,,0E,0E,Unterhaltungen,Zyklus,,3,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00586-00,Goethe,Johhann Wolfgang,,m,›Geschichte vom Prokurator‹,,,1795,,0E,0E,Unterhaltungen,Zyklus,,3,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00587-00,Wieland,Christoph Martin,,m,Die Entzauberung,,,1805,,0E,0E,Hexameron von Rosenhain,Zyklus,,2,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00588-00,Wieland,Christoph Martin,,m,Die Liebe ohne Leidenschaft,,,1805,,0E,0E,Hexameron von Rosenhain,Zyklus,,2,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00589-00,Wieland,Christoph Martin,,m,Freundschaft und Liebe auf der Probe,,,1805,,0E,0E,Hexameron von Rosenhain,Zyklus,,2,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00590-00,Wieland,Christoph Martin,,m,Narcissus und Narcissa,,,1805,,0E,0E,Hexameron von Rosenhain,Zyklus,,2,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00591-00,Wieland,Christoph Martin,,m,Vorbericht,,,1805,,0E,0E,Hexameron von Rosenhain,Zyklus,,2,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00592-00,Goethe,Johann Wolfgang,,m,Märchen,,,1795,,M,M,Unterhaltungen,Zyklus,,3,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00593-00,Wieland,Christoph Martin,,m,Daphnidion,,,1805,,M,M,Hexameron von Rosenhain,Zyklus,,2,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00594-00,Wieland,Christoph Martin,,m,Die Novelle ohne Titel,,,1805,,N,N,Hexameron von Rosenhain,Zyklus,,2,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00595-00,o.N,o.N.,,unbekannt,Die Nemesis,"Oder: Wie die Arbeit, so der Lohn. Komische Novelle. Aus dem Dänischen frei bearbeitet nach Oehlenschläger.",,1829,,N,N,Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd.4,Sammlung,,0,,FALSE,99-126,"Original wohl ""Straffen efter Døden"" von Adam Oehlenschläger",,,"Frühere Übersetzung als ""Die Strafe nach dem Tode. Ein Schwank von Oehlenschläger"". In: Originalien aus dem Gebiete der Wahrheit Kunst, Laune und Phantasie, Nr. 150.",1819,Schwank,FALSE,TRUE,,,Johannes Leitgeb,,dänisch,,normalisiert,,,,
00596-00,o.N,o.N.,,unbekannt,Esther,"Novelle, aus dem Russischen des Thaddäus Bulgarin",,1830,,N,N,Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd.15,Sammlung,,0,,FALSE,87-123,,,,,,,FALSE,TRUE,,,Theresa Valta,,russisch,,original,,,,
00597-00,o.N,o.N.,,unbekannt,Bug Jargal,Historisch-romantische Erzählung aus den Zeiten der Neger-Revolution auf St. Domingo. Aus dem Französischen frei bearbeitet nach Victor Hugo.,,1828,,E,E,Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd. 2,Sammlung,,0,,FALSE,151-210,"Original ""Bug-Jargal"" von Victor Hugo ",1826,Roman,"Alternativtitel in späteren Übersetzungen: ""Die schwarze Fahne""",,,FALSE,TRUE,,,Johannes Leitgeb,,französisch,,normalisiert,,,,
00598-00,o.N,o.N.,,unbekannt,Johann von Tenczyn,Historisch-romantische Erzählung aus der ersten Hälfte des sechszehnten Jahrhunderts,,1828,,E,E,Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd. 3,Sammlung,,0,,FALSE,77-174,"Original wohl Roman ""Jan z Tęczyna. Powieść historyczna"" (1821-23) von Julian Ursyn Niemcewicz ",,,,,,FALSE,TRUE,,,Johannes Leitgeb,,,,normalisiert,,,,
00599-00,Fouqué,Friedrich de la Motte,,m,Fata Morgana.,Novelle von Friedrich de la Motte-Fouqué,,1830,,N,N,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd.22,Sammlung,,1,,FALSE,3-107,,,,,,,FALSE,TRUE,,,Theresa Valta,,,,normalisiert,,,,
00600-00,Reinbeck,Georg,,m,Die Entführung.,Eine russische Novelle von Reinbeck.,,1829,,N,N,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd.9,Sammlung,,0,,FALSE,175-266,,,,,,,FALSE,TRUE,,,Theresa Valta,,russisch,,normalisiert,,,,
00601-00,o.N,o.N.,,unbekannt,Das Ideal.,"Novelle, aus dem Italienischen frei bearbeitet nach Giovanni Fiorentino.",,1830,,N,N,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd.11,Sammlung,,0,,FALSE,3-137,,,,,,,FALSE,TRUE,,,Theresa Valta,,italienisch,,normalisiert,,,,
00602-00,o.N,o.N.,,unbekannt,Giulio.,"Novelle, von Napoleon erzählt.",,1830,,N,N,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd.14,Sammlung,,0,,FALSE,149-174,,,,,,,FALSE,TRUE,,,Theresa Valta,,,,normalisiert,,,,
00603-00,o.N,o.N.,,unbekannt,Der Einsiedler auf dem Montserrat.,"Novelle, aus dem Spanischen frei bearbeitet nach Juan Perez de Montalban. ",,1830,,N,N,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd.17,Sammlung,,0,,FALSE,233-266,,,,,,,FALSE,TRUE,,,Theresa Valta,,spanisch,,normalisiert,,,,
00604-00,Döring,Georg,,m,Die Italiener.,Novelle von Georg Döring.,,1830,,N,N,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd.23,Sammlung,,0,,FALSE,3-161,,,,,,,FALSE,TRUE,,,Theresa Valta,,,,normalisiert,,,,
00605-00,Tieck,Ludwig,,m,Der Gelehrte,Novelle von Ludwig Tieck.,,1827,,N,N,Orphea Taschenbuch für 1828.,Taschenbuch,,2,,FALSE,283-336,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd.5,1829,Sammlung,,,,FALSE,TRUE,,,Theresa Valta,,,,normalisiert,,,,
00606-00,o.N,o.N.,,unbekannt,Amalie Laurier,Mehr Wahrheit als Dichtung,,1830,,0E,0E,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd. 20,Sammlung,,0,,FALSE,3-70,,,,,,,FALSE,TRUE,,,Johannes Leitgeb,,,TRUE,normalisiert,,,,
00607-00,o.N,o.N.,,unbekannt,Der indische Selbstmörder,Nach dem Englischen,,1830,,0E,0E,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd. 20,Sammlung,,0,,FALSE,127-146,,,,,,,FALSE,TRUE,,,Johannes Leitgeb,,englisch,,normalisiert,,,,
00608-00,o.N,o.N.,,unbekannt,Jocko,Eine indianische Erzählung. Aus dem Französischen frei bearbeitet nach C. Pougens,,1829,,E,E,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd. 4,Sammlung,,0,,FALSE,69-98,"Original ""Jocko. Anecdote détachée des lettres inédites sur l'instinct des animaux"" (1824) von Charles de Pougens, z.B. unter: https://books.google.de/books?id=EIhNAAAAcAAJ",1824,,,,,FALSE,TRUE,,,Johannes Leitgeb,,französisch,,normalisiert,,,,
00609-00,o.N,o.N.,,unbekannt,Die Räuberschenke,"Erzählung, frei bearbeitet nach dem Englischen des Thomas Hood",,1830,,E,E,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd. 11,Sammlung,,0,,FALSE,233-261,"Original ""The Spanish Tragedy"" (1827) von Thomas Hood, z.B. unter: https://books.google.de/books?id=vh8NAAAAYAAJ",1827,,,,,FALSE,TRUE,,,Johannes Leitgeb,,,,normalisiert,,,,
00610-00,Hanisch,Carl,,m,Der Herr Vetter,Erzählung von Carl Hanisch,,1829,,E,E,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd. 3,Sammlung,,0,,FALSE,3-76,,,,,,,FALSE,TRUE,,,Johannes Leitgeb,,,,normalisiert,,,,
00611-00,Ahlefeld,"Charlotte, von",,f,Erna,kein Roman,,1820,,R,R,[als Buch],Buch,Altona,2,,FALSE,,,,,,,,FALSE,FALSE,,,,Textgrid,,,normalisiert,,,,
00612-00,Strauß,Victor von,,m,Die Aufzeichnungen eines Untergegangenen,Mitgetheilt von Victor von Strauß,Erzählungen und Novellen,1866,,0E,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 1 / Jg. 2.,Familienblatt,,0,,TRUE,2-4,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00612-01,Strauß,Victor von,,m,Die Aufzeichnungen eines Untergegangenen,Mitgetheilt von Victor von Strauß,Erzählungen und Novellen,1866,,0E,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 1 / Jg. 2.,Familienblatt,,0,,TRUE,2-4,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00612-02,Strauß,Victor von,,m,Die Aufzeichnungen eines Untergegangenen,Mitgetheilt von Victor von Strauß,Erzählungen und Novellen,1866,,0E,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 2 / Jg. 2,Familienblatt,,0,,TRUE,17-20,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00612-03,Strauß,Victor von,,m,Die Aufzeichnungen eines Untergegangenen,Mitgetheilt von Victor von Strauß,Erzählungen und Novellen,1866,,0E,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 3 / Jg. 2 ,Familienblatt,,0,,TRUE,33-36,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00613-00,,,Corvettencapitän Werner,m,Bilder aus dem Seeleben,Schlecht Wetter,Skizzen aus der Heimat und Fremde,1866,,0E,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 1 / Jg. 2.,Familienblatt,,0,,TRUE,7-10,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00614-00,Biernatzki,Karl,,m,Bilder aus dem Alterthum,Julius Cäsars Triumphzug,Geschichts- und Zeitbilder,1866,,0E,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 1 / Jg. 2.,Familienblatt,,0,,TRUE,12-15,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00615-00,,,"Verfasser des ""Mann auf der Schecke""",m,Die Zweikönigsfuge,"Episode aus Johann Sebastian Bachs Leben, vom Verfasser des „Mann auf der Schecke"".",Literatur- und Lebensbilder,1866,,0E,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 1 / Jg. 2.,Familienblatt,,0,,TRUE,6-7,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00616-00,Wildermuth,Ottilie,,f,Marie und Maria.,Novelle von Ottilie Wildermuth.,,1864,,N,N,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 1 ,Familienblatt,,0,,TRUE,S.2-6,Perlen aus dem Sande. Erzählungen von Ottilie Wildermuth.,1867,N,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00616-01,Wildermuth,Ottilie,,f,Marie und Maria.,Novelle von Ottilie Wildermuth.,,1864,,N,N,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 1 ,Familienblatt,,0,,TRUE,S.2-6,Perlen aus dem Sande. Erzählungen von Ottilie Wildermuth.,1867,N,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00616-02,Wildermuth ,Ottilie,,f,Marie und Maria.,Novelle von Ottilie Wildermuth. (Fortsetzung.),,1864,,N,N,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 2 ,Familienblatt,,0,,TRUE,17-22,Perlen aus dem Sande. Erzählungen von Ottilie Wildermuth.,1867,N,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00616-03,Wildermuth,Ottilie,,f,Marie und Maria.,Novelle von Ottilie Wildermuth. (Fortsetzung.),,1864,,N,N,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 3 ,Familienblatt,,0,,TRUE,29-32,Perlen aus dem Sande. Erzählungen von Ottilie Wildermuth.,1867,N,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00616-04,Wildermuth,Ottilie,,f,Marie und Maria.,Novelle von Ottilie Wildermuth. (Fortsetzung.),,1864,,N,N,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 4 ,Familienblatt,,0,,TRUE,41-46,Perlen aus dem Sande. Erzählungen von Ottilie Wildermuth.,1867,N,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00616-05,Wildermuth,Ottilie,,f,Marie und Maria.,Novelle von Ottilie Wildermuth. (Fortsetzung.),,1864,,N,N,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 5 ,Familienblatt,,0,,TRUE,57-61,Perlen aus dem Sande. Erzählungen von Ottilie Wildermuth.,1867,N,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00616-06,Wildermuth,Ottilie,,f,Marie und Maria.,Novelle von Ottilie Wildermuth. (Schluß.),,1864,,N,N,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 6 ,Familienblatt,,0,,TRUE,71-74,Perlen aus dem Sande. Erzählungen von Ottilie Wildermuth.,1867,N,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00617-00,Camphausen,Wilhelm,,m,Ein Maler auf dem Kriegsfelde.,Von W. Camphausen.,,1864,,0P,0P,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 1,Familienblatt,,0,,TRUE,S.11-13,Ein Maler auf dem Kriegsfelde. Illustriertes Tagebuch. 1864,1864,0P,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00617-01,Camphausen,Wilhelm,,m,Ein Maler auf dem Kriegsfelde.,Von W. Camphausen.,,1864,,0P,0P,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 1,Familienblatt,,0,,TRUE,S.11-13,Ein Maler auf dem Kriegsfelde. Illustriertes Tagebuch. 1864,1864,0P,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00617-02,Camphausen,Wilhelm,,m,Ein Maler auf dem Kriegsfelde.,Von W. Camphausen. (Fortsetzung.),,1864,,0P,0P,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 2,Familienblatt,,0,,TRUE,26-27,Ein Maler auf dem Kriegsfelde. Illustriertes Tagebuch. 1864,1864,0P,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00617-03,Camphausen,Wilhelm,,m,Ein Maler auf dem Kriegsfelde.,Von W. Camphausen. (Fortsetzung.),,1864,,0P,0P,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 3,Familienblatt,,0,,TRUE,38-39,Ein Maler auf dem Kriegsfelde. Illustriertes Tagebuch. 1864,1864,0P,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00617-04,Camphausen,Wilhelm,,m,Ein Maler auf dem Kriegsfelde.,Von W. Camphausen. (Fortsetzung.),,1864,,0P,0P,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 4 ,Familienblatt,,0,,TRUE,51-53,Ein Maler auf dem Kriegsfelde. Illustriertes Tagebuch. 1864,1864,0P,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00617-05,Camphausen,Wilhelm,,m,Ein Maler auf dem Kriegsfelde.,Von W. Camphausen. (Fortsetzung.),,1864,,0P,0P,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 5 ,Familienblatt,,0,,TRUE,64-68,Ein Maler auf dem Kriegsfelde. Illustriertes Tagebuch. 1864,1864,0P,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00617-06,Camphausen,Wilhelm,,m,Ein Maler auf dem Kriegsfelde.,Von W. Camphausen. (Fortsetzung.),,1864,,0P,0P,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 6 ,Familienblatt,,0,,TRUE,77-80,Ein Maler auf dem Kriegsfelde. Illustriertes Tagebuch. 1864,1864,0P,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00617-07,Camphausen,Wilhelm,,m,Ein Maler auf dem Kriegsfelde.,Von W. Camphausen. (Fortsetzung.),,1864,,0P,0P,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 7,Familienblatt,,0,,TRUE,89-92,Ein Maler auf dem Kriegsfelde. Illustriertes Tagebuch. 1864,1864,0P,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00617-08,Camphausen,Wilhelm ,,m,Ein Maler auf dem Kriegsfelde.,Von W. Camphausen. (Schluß.),,1864,,0P,0P,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 8,Familienblatt,,0,,TRUE,101-103,Ein Maler auf dem Kriegsfelde. Illustriertes Tagebuch. 1864,1864,0P,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00618-00,o.N.,o.N.,,unbekannt,Am Familientische.,Humor.,,1864,,0E,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 1,Familienblatt,,0,,TRUE,16,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,,,,,
00619-00,H.,,,unbekannt,Am Familientische. ,Was ist eine Stimmritze? Eine wahre Geschichte aus dem deutschen Schulleben.,,1864,,0E,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 2,Familienblatt,,0,,TRUE,27-28,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,,,,,
00620-00,Ernst,Joh.,,m,In der Sennhütte.,Eine Reise-Erinnerung von Joh. Ernst.,,1864,,0E,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 3,Familienblatt,,0,,TRUE,32-35,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,,,,,
00621-00,o.N.,o.N.,,unbekannt,Am Familientische.,Krune uff´m Kuppe.,,1864,,0PA,0X,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 3,Familienblatt,,0,,TRUE,40,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,,,,,
00622-00,S.,,,unbekannt,Am Famlientische.,Etwas vom Kaiser Franz II.,,1864,,0PA,0X,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 3,Familienblatt,,0,,TRUE,40,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,,,,,
00623-00,o.N.,o.N.,,unbekannt,Ein Sonntagsmorgen an Bord Sr. Maj. Fregatte Thetis auf dem indischen Ocean.,Von einem Officier der Besatzung.,,1864,,0E,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 4 ,Familienblatt,,0,,TRUE,53-55,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,,,,,
00624-00,o.N.,o.N.,,unbekannt,Am Familientische.,Hahnemann und der Engländer.,,1864,,0PA,0X,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 4 ,Familienblatt,,0,,TRUE,56,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,,,,,
00625-00,Gerstäcker,Friedrich,,m,Der Polizeiagent.,Erzählung von Friedrich Gerstäcker.,,1864,,E,E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 7,Familienblatt,,0,,TRUE,81-86,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00625-01,Gerstäcker,Friedrich,,m,Der Polizeiagent.,Erzählung von Friedrich Gerstäcker.,,1864,,E,E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 7,Familienblatt,,0,,TRUE,81-86,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00625-02,Gerstäcker,Friedrich,,m,Der Polizeiagent.,Erzählung von Friedrich Gerstäcker. (Fortsetzung.),,1864,,E,E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 8,Familienblatt,,0,,TRUE,93-98,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00625-03,Gerstäcker,Friedrich,,m,Der Polizeiagent.,Erzählung von Friedrich Gerstäcker. (Fortsetzung.),,1864,,E,E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 9,Familienblatt,,0,,TRUE,105-108,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00625-04,Gerstäcker,Friedrich,,m,Der Polizeiagent.,Erzählung von Friedrich Gerstäcker. (Fortsetzung.),,1864,,E,E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 10,Familienblatt,,0,,TRUE,121-124,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00625-05,Gerstäcker,Friedrich,,m,Der Polizeiagent.,Erzählung von Friedrich Gerstäcker. (Fortsetzung.),,1864,,E,E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 11,Familienblatt,,0,,TRUE,137-140,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00625-06,Gerstäcker,Friedrich,,m,Der Polizeiagent.,Erzählung von Friedrich Gerstäcker. (Schluß.),,1864,,E,E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 12,Familienblatt,,0,,TRUE,151-152,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00626-00,O.,,,unbekannt,Am Familientische.,"O du lieber Augustin,- ",,1864,,0PA,0X,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 7,Familienblatt,,0,,TRUE,92,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,,,,,
00627-00,v.S.,A.,,unbekannt,Am Familientische.,Eine Zuchthaus-Scene,,1864,,0E,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 8,Familienblatt,,0,,TRUE,103-104,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,,,,,
00628-00,Willkomm,Ernst Adolf,,m,Weisse Sclaven oder die Leiden des Volkes,,,1845,,R,R,Roman/Monographie,Buch,,1,,,,,,,,,,FALSE,FALSE,,,,ELTeC,,,normalisiert,,,,
00629-00,Auerbach,Berthold,,m,Der Lehnhold,,,1854,,R,R,Roman/Monographie,Buch,,1,,,,,,,,,,FALSE,FALSE,,,,ELTeC,,,normalisiert,,,,
00630-00,Ruppius,Otto,,m,Der Pedlar,,,1857,,R,R,Roman/Monographie,Buch,,1,,,,,,,,,,FALSE,FALSE,,,,ELTeC,,,normalisiert,,,,
00631-00,Otto,Louise,,f,Nürnberg. Zweiter Band,,,1858,,R,R,Roman/Monographie,Buch,,1,,,,,,,,,,FALSE,FALSE,,,,ELTeC,,,normalisiert,,,,
00632-00,Kurz,Hermann,,m,Der Sonnenwirt,,,1854,,R,R,Roman/Monographie,Buch,,3,,,,,,,,,,FALSE,FALSE,,,,ELTeC,,,normalisiert,,,,
00633-00,Weerth,Georg,,m,Fragment eines Rs,,,1846,,R,R,Roman/Monographie,Buch,,1,,,,,,,,,,FALSE,FALSE,,,,ELTeC,,,normalisiert,,,,
