Dokument_ID	Nachname	Vorname	Pseudonym	Gender	Titel	Untertitel_im_Text	Untertitel_im_Inhaltsverzeichnis	Jahr_ED	entstanden	Gattungslabel_ED	Gattungslabel_ED_normalisiert	Medium_ED	Medientyp_ED	Hg.	Kanon_Status	Nummer im Heft (ab 00797: 1 erste Position. 0 nicht erste Position)	seriell	Seiten	Medium_Zweitdruck	Jahr_Zweitdruck	Label_Zweitdruck	Medium_Drittdruck	Jahr_Drittdruck	Label_Drittdruck	in_Deutscher_Novellenschatz_(Heyse)	in_Pantheon	in_RUB_Sammlung	in_B-v-Wiese	Verantwortlich_Erfassung	falls andere Quelle	Herkunft_Prätext_lt_Paratext	Wahrheitsbeglaubigung_lt_Paratext	Bearbeitungsqualität	ist_spätere_Fassung_von	UrhGeschBis	falls_Episode_als_Ganztext_erfasst	Kontrafaktizität_annotiert
01054-17	Marlitt	E.		f	Das Geheimniß der alten Mamsell			1867		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Geheimniß_der_alten_Mamsell							
01054-18	Marlitt	E.		f	Das Geheimniß der alten Mamsell			1867		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Geheimniß_der_alten_Mamsell							
01054-19	Marlitt	E.		f	Das Geheimniß der alten Mamsell			1867		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Geheimniß_der_alten_Mamsell							
01054-20	Marlitt	E.		f	Das Geheimniß der alten Mamsell			1867		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Geheimniß_der_alten_Mamsell							
01054-21	Marlitt	E.		f	Das Geheimniß der alten Mamsell			1867		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Geheimniß_der_alten_Mamsell							
01054-22	Marlitt	E.		f	Das Geheimniß der alten Mamsell			1867		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Geheimniß_der_alten_Mamsell							
01054-23	Marlitt	E.		f	Das Geheimniß der alten Mamsell			1867		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Geheimniß_der_alten_Mamsell							
01054-24	Marlitt	E.		f	Das Geheimniß der alten Mamsell			1867		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Geheimniß_der_alten_Mamsell							
01054-25	Marlitt	E.		f	Das Geheimniß der alten Mamsell			1867		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Geheimniß_der_alten_Mamsell							
01055-00	Reimar	F. L.		unknown	Getrennt			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Getrennt							
01055-01	Reimar	F. L.		unknown	Getrennt			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Getrennt							
01055-02	Reimar	F. L.		unknown	Getrennt			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Getrennt							
01055-03	Reimar	F. L.		unknown	Getrennt			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Getrennt							
01055-04	Reimar	F. L.		unknown	Getrennt			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Getrennt							
01056-00	Schmid	Herman		m	Der Habermeister			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Habermeister							
01056-01	Schmid	Herman		m	Der Habermeister			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Habermeister							
01056-02	Schmid	Herman		m	Der Habermeister			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Habermeister							
01056-03	Schmid	Herman		m	Der Habermeister			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Habermeister							
01056-04	Schmid	Herman		m	Der Habermeister			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Habermeister							
01056-05	Schmid	Herman		m	Der Habermeister			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Habermeister							
01056-06	Schmid	Herman		m	Der Habermeister			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Habermeister							
01056-07	Schmid	Herman		m	Der Habermeister			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Habermeister							
01056-08	Schmid	Herman		m	Der Habermeister			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Habermeister							
01056-09	Schmid	Herman		m	Der Habermeister			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Habermeister							
01056-10	Schmid	Herman		m	Der Habermeister			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Habermeister							
01056-11	Schmid	Herman		m	Der Habermeister			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Habermeister							
01056-12	Schmid	Herman		m	Der Habermeister			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Habermeister							
01056-13	Schmid	Herman		m	Der Habermeister			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Habermeister							
01056-14	Schmid	Herman		m	Der Habermeister			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Habermeister							
01056-15	Schmid	Herman		m	Der Habermeister			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Habermeister							
01056-16	Schmid	Herman		m	Der Habermeister			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Habermeister							
01058-00	Hoefer	Edmund		m	Die Herrin von Dernot			1867		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Herrin_von_Dernot							
01058-01	Hoefer	Edmund		m	Die Herrin von Dernot			1867		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Herrin_von_Dernot							
01058-02	Hoefer	Edmund		m	Die Herrin von Dernot			1867		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Herrin_von_Dernot							
01058-03	Hoefer	Edmund		m	Die Herrin von Dernot			1867		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Herrin_von_Dernot							
01058-04	Hoefer	Edmund		m	Die Herrin von Dernot			1867		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Herrin_von_Dernot							
01058-05	Hoefer	Edmund		m	Die Herrin von Dernot			1867		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Herrin_von_Dernot							
01058-06	Hoefer	Edmund		m	Die Herrin von Dernot			1867		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Herrin_von_Dernot							
01058-07	Hoefer	Edmund		m	Die Herrin von Dernot			1867		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Herrin_von_Dernot							
01058-08	Hoefer	Edmund		m	Die Herrin von Dernot			1867		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Herrin_von_Dernot							
01058-09	Hoefer	Edmund		m	Die Herrin von Dernot			1867		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Herrin_von_Dernot							
01058-10	Hoefer	Edmund		m	Die Herrin von Dernot			1867		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Herrin_von_Dernot							
01058-11	Hoefer	Edmund		m	Die Herrin von Dernot			1867		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Herrin_von_Dernot							
01059-00	B.	E.		unknown	Im Schatten der Albanerberge			1867		Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft45, S.714–718							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Im_Schatten_der_Albanerberge							
01059-01	B.	E.		unknown	Im Schatten der Albanerberge			1867		Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft45, S.714–718							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Im_Schatten_der_Albanerberge							
01059-02	B.	E.		unknown	Im Schatten der Albanerberge			1867		Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft45, S.714–718							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Im_Schatten_der_Albanerberge							
01060-00	Ring	Max		m	Vater und Sohn			1867		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		FALSE	Heft20, S.305–308							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Vater_und_Sohn							
01061-00	Loy	Helene von Düring-Oetken unter dem Pseudonym Arthur von		f	Drei Blumen am Wege eines Hagestolzen			1868		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft14, S.209-214							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Drei_Blumen_am_Wege_eines_Hagestolzen							
01061-01	Loy	Helene von Düring-Oetken unter dem Pseudonym Arthur von		f	Drei Blumen am Wege eines Hagestolzen			1868		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft14, S.209-214							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Drei_Blumen_am_Wege_eines_Hagestolzen							
01061-02	Loy	Helene von Düring-Oetken unter dem Pseudonym Arthur von		f	Drei Blumen am Wege eines Hagestolzen			1868		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft14, S.209-214							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Drei_Blumen_am_Wege_eines_Hagestolzen							
01062-00	Linz	Amélie		f	Das Erkennungszeichen			1868		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	2		TRUE	Heft45–50, S.705–708, 721–724, 737–740, 753–757, 769–773, 794–796							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Erkennungszeichen							
01062-01	Linz	Amélie		f	Das Erkennungszeichen			1868		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	2		TRUE	705–708							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Erkennungszeichen							
01062-02	Linz	Amélie		f	Das Erkennungszeichen			1868		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	2		TRUE	721–724							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Erkennungszeichen							
01062-03	Linz	Amélie		f	Das Erkennungszeichen			1868		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	2		TRUE	737–740							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Erkennungszeichen							
01062-04	Linz	Amélie		f	Das Erkennungszeichen			1868		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	2		TRUE	753–757							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Erkennungszeichen							
01062-05	Linz	Amélie		f	Das Erkennungszeichen			1868		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	2		TRUE	769–773							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Erkennungszeichen							
01062-06	Linz	Amélie		f	Das Erkennungszeichen			1868		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	2		TRUE	794–796							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Erkennungszeichen							
01063-00	Fr.			unknown	Das Geheimniß der alten Mamsell			1868		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		FALSE	Heft13, S.208							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Geheimniß_der_alten_Mamsell							
01064-00	o.N.	o.N.		unknown	„Das Geheimniß der alten Mamsell“ auf den Brettern			1868		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		FALSE	Heft38, S.608							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/„Das_Geheimniß_der_alten_Mamsell“_auf_den_Brettern							
01065-00	Ring	Max		m	Im Hause der Bonaparte			1868		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft15–24, S.225–228, 241–244, 257–260, 273–276, 302–304, 318–320, 334–336, 349–351, 353–356, 369–372							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Im_Hause_der_Bonaparte							
01065-01	Ring	Max		m	Im Hause der Bonaparte			1868		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	225–228							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Im_Hause_der_Bonaparte							
01065-02	Ring	Max		m	Im Hause der Bonaparte			1868		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	241–244							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Im_Hause_der_Bonaparte							
01065-03	Ring	Max		m	Im Hause der Bonaparte			1868		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	257–260							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Im_Hause_der_Bonaparte							
01065-04	Ring	Max		m	Im Hause der Bonaparte			1868		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	273–276							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Im_Hause_der_Bonaparte							
01065-05	Ring	Max		m	Im Hause der Bonaparte			1868		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	302–304							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Im_Hause_der_Bonaparte							
01065-06	Ring	Max		m	Im Hause der Bonaparte			1868		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	318–320							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Im_Hause_der_Bonaparte							
01065-07	Ring	Max		m	Im Hause der Bonaparte			1868		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	334–336							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Im_Hause_der_Bonaparte							
01065-08	Ring	Max		m	Im Hause der Bonaparte			1868		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	349–351							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Im_Hause_der_Bonaparte							
01065-09	Ring	Max		m	Im Hause der Bonaparte			1868		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	353–356							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Im_Hause_der_Bonaparte							
01065-10	Ring	Max		m	Im Hause der Bonaparte			1868		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	369–372							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Im_Hause_der_Bonaparte							
01066-00	Reimar	F. L.		unknown	In sengender Gluth			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft5–8, S.65–68, 81–84, 97–100, 113–116							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/In_sengender_Gluth							
01066-01	Reimar	F. L.		unknown	In sengender Gluth			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	65–68							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/In_sengender_Gluth							
01066-02	Reimar	F. L.		unknown	In sengender Gluth			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	81–84							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/In_sengender_Gluth							
01066-03	Reimar	F. L.		unknown	In sengender Gluth			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	97–100							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/In_sengender_Gluth							
01066-04	Reimar	F. L.		unknown	In sengender Gluth			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	113–116							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/In_sengender_Gluth							
01067-00	Heyse	Paul		m	Lorenz und Lore			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	2		TRUE	Heft50–52, S.785–788, 801–804, 817–820							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Lorenz_und_Lore							
01067-01	Heyse	Paul		m	Lorenz und Lore			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	2		TRUE	785–788							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Lorenz_und_Lore							
01067-02	Heyse	Paul		m	Lorenz und Lore			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	2		TRUE	801–804							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Lorenz_und_Lore							
01067-03	Heyse	Paul		m	Lorenz und Lore			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	2		TRUE	817–820							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Lorenz_und_Lore							
01068-00	o.N.	o.N.		unknown	Ein Pistolenschuß			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		FALSE	Heft40, S.625–628							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Pistolenschuß							
01069-00	Mühlbach	Luise		f	Prinz oder Schlossergeselle			1868		Historische Novellette	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft25–29, S.385–388, 401–404, 417–420, 433–436, 449–453							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Prinz_oder_Schlossergeselle							
01069-01	Mühlbach	Luise		f	Prinz oder Schlossergeselle			1868		Historische Novellette	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	385–388							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Prinz_oder_Schlossergeselle							
01069-02	Mühlbach	Luise		f	Prinz oder Schlossergeselle			1868		Historische Novellette	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	401–404							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Prinz_oder_Schlossergeselle							
01069-03	Mühlbach	Luise		f	Prinz oder Schlossergeselle			1868		Historische Novellette	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	417–420							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Prinz_oder_Schlossergeselle							
01069-04	Mühlbach	Luise		f	Prinz oder Schlossergeselle			1868		Historische Novellette	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	433–436							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Prinz_oder_Schlossergeselle							
01069-05	Mühlbach	Luise		f	Prinz oder Schlossergeselle			1868		Historische Novellette	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	449–453							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Prinz_oder_Schlossergeselle							
01070-00	Schmid	Herman		m	Süden und Norden			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft37–44, S.577–580, 593–596, 609–612, 638–640, 641–644, 657–660, 673–677, 689–694							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Süden_und_Norden							
01070-01	Schmid	Herman		m	Süden und Norden			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	577–580							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Süden_und_Norden							
01070-02	Schmid	Herman		m	Süden und Norden			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	593–596							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Süden_und_Norden							
01070-03	Schmid	Herman		m	Süden und Norden			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	609–612							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Süden_und_Norden							
01070-04	Schmid	Herman		m	Süden und Norden			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	638–640							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Süden_und_Norden							
01070-05	Schmid	Herman		m	Süden und Norden			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	641–644							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Süden_und_Norden							
01070-06	Schmid	Herman		m	Süden und Norden			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	657–660							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Süden_und_Norden							
01070-07	Schmid	Herman		m	Süden und Norden			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	673–677							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Süden_und_Norden							
01070-08	Schmid	Herman		m	Süden und Norden			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	689–694							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Süden_und_Norden							
01071-00	Temme	J. D. H.		m	Der Teufel			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft30, S.478–480							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Teufel							
01071-01	Temme	J. D. H.		m	Der Teufel			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft30, S.478–480							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Teufel							
